id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,transactions,type_y,locale,locale_name,description,transferred,dcoilwtico,data
529431,2013-10-25,14,GROCERY I,2083.0,0,Riobamba,Chimborazo,C,7,1258.0,,,,,,97.4,2013-10-25
2636555,2017-01-23,36,LAWN AND GARDEN,10.0,0,Libertad,Guayas,E,10,1115.0,,,,,,52.77,2017-01-23
782590,2014-03-17,17,POULTRY,286.766,0,Quito,Pichincha,C,12,1339.0,,,,,,98.43,2014-03-17
2856409,2017-05-26,54,POULTRY,86.075,9,El Carmen,Manabi,C,3,793.0,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,49.58,2017-05-26
1383901,2015-02-18,39,GROCERY II,27.0,0,Cuenca,Azuay,B,6,1490.0,,,,,,52.13,2015-02-18
2556209,2016-12-08,31,PREPARED FOODS,68.142,0,Babahoyo,Los Rios,B,10,1437.0,Holiday,Local,Loja,Fundacion de Loja,False,50.84,2016-12-08
571111,2013-11-17,33,GROCERY II,7.0,0,Quevedo,Los Rios,C,3,1208.0,,,,,,93.8,2013-11-17
1631954,2015-07-07,49,BREAD/BAKERY,1213.866,0,Quito,Pichincha,A,11,2708.0,,,,,,52.33,2015-07-07
303210,2013-06-20,17,CELEBRATION,0.0,0,Quito,Pichincha,C,12,1139.0,,,,,,94.89,2013-06-20
582772,2013-11-24,10,PERSONAL CARE,207.0,0,Quito,Pichincha,C,15,1012.0,,,,,,94.53,2013-11-24
2641565,2017-01-26,27,HARDWARE,2.0,0,Daule,Guayas,D,1,1345.0,,,,,,53.24,2017-01-26
516223,2013-10-17,43,BOOKS,0.0,0,Esmeraldas,Esmeraldas,E,10,1110.0,,,,,,100.72,2013-10-17
330567,2013-07-05,34,CELEBRATION,0.0,0,Guayaquil,Guayas,B,6,2458.0,,,,,,103.09,2013-07-05
1761402,2015-09-18,30,PLAYERS AND ELECTRONICS,1.0,0,Guayaquil,Guayas,C,3,725.0,,,,,,44.71,2015-09-18
524592,2013-10-22,28,MEATS,174.13899,0,Guayaquil,Guayas,E,10,1027.0,,,,,,97.63,2013-10-22
2002372,2016-02-01,41,SCHOOL AND OFFICE SUPPLIES,0.0,0,Machala,El Oro,D,4,1022.0,,,,,,31.62,2016-02-01
1586777,2015-06-12,31,BREAD/BAKERY,406.0,0,Babahoyo,Los Rios,B,10,1181.0,,,,,,59.96,2015-06-12
1691443,2015-08-10,18,POULTRY,221.286,0,Quito,Pichincha,B,16,1028.0,Holiday,National,Ecuador,Primer Grito de Independencia,False,44.94,2015-08-10
764612,2014-03-07,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,15,866.0,,,,,,102.82,2014-03-07
524865,2013-10-22,36,AUTOMOTIVE,3.0,0,Libertad,Guayas,E,10,922.0,,,,,,97.63,2013-10-22
2685804,2017-02-20,19,AUTOMOTIVE,3.0,0,Guaranda,Bolivar,C,15,1127.0,,,,,,53.41,2017-02-20
2081401,2016-03-17,1,PERSONAL CARE,139.0,7,Quito,Pichincha,D,13,1660.0,,,,,,40.17,2016-03-17
2228430,2016-06-07,35,CELEBRATION,0.0,0,Playas,Guayas,C,3,599.0,,,,,,50.37,2016-06-07
2485586,2016-10-29,5,PET SUPPLIES,4.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1161.0,,,,,,48.72,2016-10-29
11432,2013-01-07,3,HARDWARE,5.0,0,Quito,Pichincha,D,8,2996.0,,,,,,93.2,2013-01-07
139044,2013-03-20,10,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,C,15,956.0,,,,,,93.21,2013-03-20
2142557,2016-04-20,25,SEAFOOD,3.0,0,Salinas,Santa Elena,D,1,773.0,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,2016-04-20
1056776,2014-08-18,10,HOME APPLIANCES,0.0,0,Quito,Pichincha,C,15,1080.0,,,,,,96.44,2014-08-18
2568285,2016-12-15,20,PLAYERS AND ELECTRONICS,11.0,0,Quito,Pichincha,B,6,1361.0,,,,,,50.9,2016-12-15
2376247,2016-08-29,32,HOME AND KITCHEN II,1.0,0,Guayaquil,Guayas,C,3,547.0,,,,,,46.97,2016-08-29
2522483,2016-11-19,35,PREPARED FOODS,29.0,2,Playas,Guayas,C,3,680.0,,,,,,45.69,2016-11-19
1012262,2014-07-24,11,LAWN AND GARDEN,1.0,0,Cayambe,Pichincha,B,6,2243.0,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,102.76,2014-07-24
941863,2014-06-14,36,EGGS,115.0,1,Libertad,Guayas,E,10,1204.0,,,,,,107.49,2014-06-14
2883129,2017-06-10,54,HOME CARE,213.0,12,El Carmen,Manabi,C,3,907.0,,,,,,45.82,2017-06-10
1115026,2014-09-19,44,"LIQUOR,WINE,BEER",408.0,0,Quito,Pichincha,A,5,4057.0,,,,,,92.43,2014-09-19
2528939,2016-11-23,17,HOME APPLIANCES,0.0,0,Quito,Pichincha,C,12,1332.0,,,,,,46.72,2016-11-23
59619,2013-02-03,31,LINGERIE,2.0,0,Babahoyo,Los Rios,B,10,1470.0,,,,,,97.46,2013-02-03
1214124,2014-11-14,25,LINGERIE,7.0,0,Salinas,Santa Elena,D,1,837.0,,,,,,75.91,2014-11-14
289301,2013-06-12,26,MAGAZINES,0.0,0,Guayaquil,Guayas,D,10,712.0,,,,,,95.98,2013-06-12
22215,2013-01-13,32,CELEBRATION,0.0,0,Guayaquil,Guayas,C,3,753.0,,,,,,93.6,2013-01-13
1755662,2015-09-15,2,PREPARED FOODS,116.126,0,Quito,Pichincha,D,13,1822.0,,,,,,44.58,2015-09-15
2081232,2016-03-16,54,LINGERIE,0.0,0,El Carmen,Manabi,C,3,693.0,,,,,,38.43,2016-03-16
120611,2013-03-09,42,PREPARED FOODS,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,92.01,2013-03-09
1113191,2014-09-18,43,BEAUTY,2.0,0,Esmeraldas,Esmeraldas,E,10,1156.0,,,,,,93.07,2014-09-18
1050224,2014-08-14,26,SEAFOOD,6.0,0,Guayaquil,Guayas,D,10,513.0,,,,,,95.54,2014-08-14
1137890,2014-10-02,36,HOME APPLIANCES,0.0,0,Libertad,Guayas,E,10,1071.0,,,,,,91.02,2014-10-02
1236968,2014-11-27,16,PREPARED FOODS,45.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,778.0,,,,,,73.7,2014-11-27
1350466,2015-01-30,50,CLEANING,1212.0,4,Ambato,Tungurahua,A,14,2404.0,,,,,,47.79,2015-01-30
846302,2014-04-21,54,HOME APPLIANCES,0.0,0,El Carmen,Manabi,C,3,813.0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,104.35,2014-04-21
2204286,2016-05-24,8,HOME CARE,274.0,1,Quito,Pichincha,D,8,2363.0,Holiday,National,Ecuador,Batalla de Pichincha,True,48.04,2016-05-24
1508204,2015-04-29,27,BREAD/BAKERY,487.20898,1,Daule,Guayas,D,1,1370.0,,,,,,58.55,2015-04-29
41224,2013-01-24,16,CLEANING,728.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,857.0,,,,,,95.35,2013-01-24
2398602,2016-09-11,1,PRODUCE,1097.069,0,Quito,Pichincha,D,13,481.0,,,,,,45.88,2016-09-11
122930,2013-03-10,9,BREAD/BAKERY,880.0,0,Quito,Pichincha,B,6,2582.0,,,,,,92.01,2013-03-10
525024,2013-10-22,4,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,D,9,1353.0,,,,,,97.63,2013-10-22
1813776,2015-10-17,5,PRODUCE,1541.233,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1309.0,,,,,,47.3,2015-10-17
1031828,2014-08-04,10,HOME APPLIANCES,1.0,0,Quito,Pichincha,C,15,1137.0,,,,,,98.26,2014-08-04
2017647,2016-02-10,20,PLAYERS AND ELECTRONICS,2.0,0,Quito,Pichincha,B,6,1223.0,,,,,,27.54,2016-02-10
1062416,2014-08-21,19,HARDWARE,0.0,0,Guaranda,Bolivar,C,15,1115.0,,,,,,93.97,2014-08-21
1491765,2015-04-20,16,AUTOMOTIVE,9.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,913.0,,,,,,56.37,2015-04-20
1687301,2015-08-07,51,FROZEN FOODS,322.853,2,Guayaquil,Guayas,A,17,1805.0,,,,,,43.87,2015-08-07
2166812,2016-05-03,6,SEAFOOD,45.975998,0,Quito,Pichincha,D,13,1707.0,Event,National,Ecuador,Terremoto Manabi+17,False,43.65,2016-05-03
1288635,2014-12-27,16,HOME CARE,296.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,971.0,,,,,,54.59,2014-12-27
979091,2014-07-05,30,HARDWARE,0.0,0,Guayaquil,Guayas,C,3,782.0,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,104.76,2014-07-05
172006,2013-04-07,35,EGGS,23.0,0,Playas,Guayas,C,3,634.0,,,,,,92.76,2013-04-07
2417019,2016-09-21,27,AUTOMOTIVE,6.0,0,Daule,Guayas,D,1,1414.0,,,,,,45.33,2016-09-21
2242668,2016-06-15,34,LINGERIE,3.0,0,Guayaquil,Guayas,B,6,1969.0,,,,,,47.92,2016-06-15
2984591,2017-08-06,51,BREAD/BAKERY,1241.872,11,Guayaquil,Guayas,A,17,1854.0,,,,,,49.57,2017-08-06
1405317,2015-03-02,4,GROCERY I,3444.0,6,Quito,Pichincha,D,9,1404.0,Holiday,Local,Manta,Fundacion de Manta,False,49.59,2015-03-02
2337193,2016-08-07,37,BABY CARE,0.0,0,Cuenca,Azuay,D,2,941.0,,,,,,41.83,2016-08-07
271609,2013-06-02,3,LADIESWEAR,0.0,0,Quito,Pichincha,D,8,3632.0,,,,,,91.93,2013-06-02
346999,2013-07-14,45,BOOKS,0.0,0,Quito,Pichincha,A,11,4135.0,,,,,,105.85,2013-07-14
2142965,2016-04-20,37,FROZEN FOODS,95.0,1,Cuenca,Azuay,D,2,1537.0,Event,National,Ecuador,Terremoto Manabi+4,False,42.72,2016-04-20
154875,2013-03-28,54,CELEBRATION,0.0,0,El Carmen,Manabi,C,3,1045.0,,,,,,97.24,2013-03-28
93981,2013-02-22,45,PRODUCE,0.0,0,Quito,Pichincha,A,11,3142.0,,,,,,93.12,2013-02-22
1162472,2014-10-16,26,HARDWARE,1.0,0,Guayaquil,Guayas,D,10,549.0,,,,,,82.33,2014-10-16
253645,2013-05-23,26,CLEANING,387.0,0,Guayaquil,Guayas,D,10,638.0,,,,,,94.12,2013-05-23
1050215,2014-08-14,26,MAGAZINES,0.0,0,Guayaquil,Guayas,D,10,513.0,,,,,,95.54,2014-08-14
786475,2014-03-19,26,LADIESWEAR,1.0,0,Guayaquil,Guayas,D,10,837.0,,,,,,100.71,2014-03-19
2999915,2017-08-15,31,HOME APPLIANCES,0.0,0,Babahoyo,Los Rios,B,10,1360.0,Holiday,Local,Riobamba,Fundacion de Riobamba,False,47.57,2017-08-15
594870,2013-11-30,5,GROCERY I,3091.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1454.0,,,,,,92.55,2013-11-30
755794,2014-03-02,15,POULTRY,123.018005,0,Ibarra,Imbabura,C,15,863.0,Holiday,Local,Manta,Fundacion de Manta,False,102.88,2014-03-02
1332669,2015-01-20,50,PRODUCE,5.0,0,Ambato,Tungurahua,A,14,2199.0,,,,,,46.79,2015-01-20
377970,2013-08-01,14,LINGERIE,13.0,0,Riobamba,Chimborazo,C,7,1570.0,,,,,,107.93,2013-08-01
2192477,2016-05-18,26,MAGAZINES,0.0,0,Guayaquil,Guayas,D,10,467.0,,,,,,48.12,2016-05-18
441468,2013-09-05,45,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,A,11,3151.0,,,,,,108.5,2013-09-05
1324284,2015-01-16,16,PLAYERS AND ELECTRONICS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,809.0,,,,,,48.49,2015-01-16
1757445,2015-09-16,2,PRODUCE,3822.319,190,Quito,Pichincha,D,13,1983.0,,,,,,47.12,2015-09-16
854348,2014-04-26,30,FROZEN FOODS,43.0,0,Guayaquil,Guayas,C,3,769.0,,,,,,100.85,2014-04-26
915532,2014-05-30,47,GROCERY II,52.0,0,Quito,Pichincha,A,14,3866.0,,,,,,103.4,2014-05-30
387493,2013-08-06,31,CLEANING,915.0,0,Babahoyo,Los Rios,B,10,1290.0,,,,,,105.32,2013-08-06
2542694,2016-11-30,52,FROZEN FOODS,0.0,0,Manta,Manabi,A,11,0.0,,,,,,49.41,2016-11-30
2317705,2016-07-27,4,HOME AND KITCHEN II,4.0,0,Quito,Pichincha,D,9,1447.0,,,,,,41.9,2016-07-27
723110,2014-02-11,48,HARDWARE,0.0,0,Quito,Pichincha,A,14,2647.0,,,,,,99.96,2014-02-11
2637458,2017-01-24,11,SEAFOOD,21.0,1,Cayambe,Pichincha,B,6,1966.0,,,,,,52.38,2017-01-24
1498509,2015-04-23,54,GROCERY I,1573.0,12,El Carmen,Manabi,C,3,703.0,,,,,,56.59,2015-04-23
1640332,2015-07-12,34,BABY CARE,0.0,0,Guayaquil,Guayas,B,6,2122.0,,,,,,52.74,2015-07-12
1658464,2015-07-22,42,HOME AND KITCHEN II,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,49.27,2015-07-22
519713,2013-10-19,40,PREPARED FOODS,38.0,0,Machala,El Oro,C,3,1080.0,,,,,,100.87,2013-10-19
444212,2013-09-07,22,SEAFOOD,0.0,0,Puyo,Pastaza,C,7,0.0,,,,,,110.62,2013-09-07
2350321,2016-08-14,54,POULTRY,82.331,0,El Carmen,Manabi,C,3,1004.0,,,,,,44.47,2016-08-14
2585332,2016-12-24,49,GROCERY II,128.0,0,Quito,Pichincha,A,11,6123.0,Additional,National,Ecuador,Navidad-1,False,52.01,2016-12-24
839397,2014-04-18,11,DELI,203.229,0,Cayambe,Pichincha,B,6,2579.0,Holiday,National,Ecuador,Viernes Santo,False,104.33,2014-04-18
922850,2014-06-03,52,BREAD/BAKERY,0.0,0,Manta,Manabi,A,11,0.0,,,,,,103.34,2014-06-03
1472524,2015-04-09,25,SCHOOL AND OFFICE SUPPLIES,0.0,0,Salinas,Santa Elena,D,1,851.0,,,,,,50.79,2015-04-09
2925131,2017-07-04,33,FROZEN FOODS,74.0,0,Quevedo,Los Rios,C,3,1031.0,,,,,,46.02,2017-07-04
2219569,2016-06-02,36,"LIQUOR,WINE,BEER",32.0,1,Libertad,Guayas,E,10,1139.0,,,,,,49.14,2016-06-02
1403459,2015-03-01,38,BEAUTY,4.0,0,Loja,Loja,D,4,2612.0,,,,,,49.84,2015-03-01
1771606,2015-09-24,18,BABY CARE,0.0,0,Quito,Pichincha,B,16,1267.0,,,,,,44.94,2015-09-24
2208744,2016-05-27,32,LINGERIE,6.0,0,Guayaquil,Guayas,C,3,650.0,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,49.36,2016-05-27
1652436,2015-07-19,23,PLAYERS AND ELECTRONICS,3.0,0,Ambato,Tungurahua,D,9,931.0,,,,,,50.88,2015-07-19
187506,2013-04-16,20,AUTOMOTIVE,0.0,0,Quito,Pichincha,B,6,0.0,,,,,,88.73,2013-04-16
746112,2014-02-24,43,HOME AND KITCHEN I,0.0,0,Esmeraldas,Esmeraldas,E,10,1385.0,,,,,,103.17,2014-02-24
2766320,2017-04-06,27,PREPARED FOODS,44.055,0,Daule,Guayas,D,1,1467.0,,,,,,51.69,2017-04-06
713552,2014-02-06,3,PET SUPPLIES,0.0,0,Quito,Pichincha,D,8,2815.0,,,,,,97.84,2014-02-06
919668,2014-06-02,13,MEATS,153.705,0,Latacunga,Cotopaxi,C,15,1013.0,,,,,,103.07,2014-06-02
2496720,2016-11-05,13,CELEBRATION,11.0,0,Latacunga,Cotopaxi,C,15,955.0,,,,,,44.07,2016-11-05
2791679,2017-04-20,39,FROZEN FOODS,45.0,4,Cuenca,Azuay,B,6,1152.0,,,,,,50.26,2017-04-20
2439115,2016-10-03,46,LADIESWEAR,26.0,0,Quito,Pichincha,A,14,3222.0,,,,,,48.8,2016-10-03
476026,2013-09-25,16,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,806.0,,,,,,102.68,2013-09-25
2008260,2016-02-04,8,GROCERY I,3679.0,80,Quito,Pichincha,D,8,2580.0,,,,,,31.63,2016-02-04
2613928,2017-01-10,50,SCHOOL AND OFFICE SUPPLIES,6.0,0,Ambato,Tungurahua,A,14,2216.0,,,,,,50.82,2017-01-10
163402,2013-04-02,43,LADIESWEAR,0.0,0,Esmeraldas,Esmeraldas,E,10,1206.0,,,,,,97.23,2013-04-02
2027756,2016-02-15,54,BREAD/BAKERY,207.0,0,El Carmen,Manabi,C,3,821.0,,,,,,29.32,2016-02-15
188252,2013-04-16,40,LAWN AND GARDEN,0.0,0,Machala,El Oro,C,3,1162.0,,,,,,88.73,2013-04-16
892003,2014-05-17,37,GROCERY II,26.0,0,Cuenca,Azuay,D,2,1607.0,,,,,,102.31,2014-05-17
655970,2014-01-05,14,PREPARED FOODS,40.0,0,Riobamba,Chimborazo,C,7,1330.0,,,,,,93.66,2014-01-05
1295023,2014-12-30,45,BOOKS,0.0,0,Quito,Pichincha,A,11,5276.0,,,,,,54.14,2014-12-30
162550,2013-04-02,2,PERSONAL CARE,156.0,0,Quito,Pichincha,D,13,1724.0,,,,,,97.23,2013-04-02
893602,2014-05-18,31,POULTRY,156.421,0,Babahoyo,Los Rios,B,10,1674.0,,,,,,102.31,2014-05-18
1678372,2015-08-02,50,PERSONAL CARE,909.0,0,Ambato,Tungurahua,A,14,3147.0,,,,,,47.11,2015-08-02
327658,2013-07-03,52,BABY CARE,0.0,0,Manta,Manabi,A,11,0.0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,101.92,2013-07-03
2476060,2016-10-24,33,BOOKS,0.0,0,Quevedo,Los Rios,C,3,869.0,,,,,,50.18,2016-10-24
1864684,2015-11-15,29,LADIESWEAR,0.0,0,Guayaquil,Guayas,E,10,1271.0,,,,,,40.69,2015-11-15
1970374,2016-01-14,44,EGGS,403.0,0,Quito,Pichincha,A,5,3784.0,,,,,,31.22,2016-01-14
2295338,2016-07-15,12,MAGAZINES,1.0,0,Latacunga,Cotopaxi,C,15,1126.0,,,,,,45.93,2016-07-15
2462068,2016-10-16,40,BOOKS,0.0,0,Machala,El Oro,C,3,1206.0,,,,,,50.35,2016-10-16
749229,2014-02-26,30,PRODUCE,0.0,0,Guayaquil,Guayas,C,3,648.0,,,,,,102.93,2014-02-26
1821225,2015-10-22,1,LINGERIE,11.0,0,Quito,Pichincha,D,13,1654.0,,,,,,44.9,2015-10-22
2271799,2016-07-01,51,GROCERY II,37.0,0,Guayaquil,Guayas,A,17,1935.0,,,,,,49.02,2016-07-01
1924176,2015-12-18,48,GROCERY I,7394.0,20,Quito,Pichincha,A,14,3326.0,,,,,,34.72,2015-12-18
1615105,2015-06-28,26,LADIESWEAR,6.0,0,Guayaquil,Guayas,D,10,593.0,,,,,,59.41,2015-06-28
2384241,2016-09-02,7,MEATS,805.489,49,Quito,Pichincha,D,8,2050.0,,,,,,44.39,2016-09-02
717835,2014-02-08,5,LADIESWEAR,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1654.0,,,,,,99.98,2014-02-08
562037,2013-11-12,29,HARDWARE,0.0,0,Guayaquil,Guayas,E,10,0.0,Holiday,Local,Ambato,Independencia de Ambato,False,93.12,2013-11-12
976224,2014-07-03,5,HOME CARE,230.0,1,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1142.0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,104.76,2014-07-03
1872128,2015-11-19,38,BREAD/BAKERY,438.0,0,Loja,Loja,D,4,1286.0,,,,,,40.55,2015-11-19
1367449,2015-02-09,27,POULTRY,466.28,0,Daule,Guayas,D,1,1522.0,,,,,,52.99,2015-02-09
1224272,2014-11-20,10,BREAD/BAKERY,97.0,1,Quito,Pichincha,C,15,992.0,,,,,,75.63,2014-11-20
2660803,2017-02-06,17,GROCERY II,7.0,0,Quito,Pichincha,C,12,1545.0,,,,,,53.01,2017-02-06
1565805,2015-05-31,42,LINGERIE,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,60.25,2015-05-31
1679534,2015-08-03,33,SEAFOOD,4.0,0,Quevedo,Los Rios,C,3,1197.0,,,,,,45.25,2015-08-03
1621802,2015-07-02,14,HOME APPLIANCES,1.0,0,Riobamba,Chimborazo,C,7,1454.0,,,,,,56.93,2015-07-02
379900,2013-08-02,19,BOOKS,0.0,0,Guaranda,Bolivar,C,15,1160.0,,,,,,106.94,2013-08-02
2637318,2017-01-23,8,MEATS,430.748,1,Quito,Pichincha,D,8,2608.0,,,,,,52.77,2017-01-23
442379,2013-09-06,21,HARDWARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0.0,,,,,,110.62,2013-09-06
2597189,2017-01-01,31,MAGAZINES,0.0,0,Babahoyo,Los Rios,B,10,0.0,Holiday,National,Ecuador,Primer dia del ano,True,53.75,2017-01-01
964688,2014-06-27,26,SEAFOOD,0.0,0,Guayaquil,Guayas,D,10,597.0,,,,,,106.46,2014-06-27
1142620,2014-10-05,19,POULTRY,92.333,0,Guaranda,Bolivar,C,15,1319.0,,,,,,89.76,2014-10-05
619540,2013-12-14,41,SCHOOL AND OFFICE SUPPLIES,0.0,0,Machala,El Oro,D,4,1243.0,,,,,,96.27,2013-12-14
1893828,2015-12-01,46,MEATS,982.426,1,Quito,Pichincha,A,14,3296.0,,,,,,40.58,2015-12-01
702288,2014-01-31,14,HOME AND KITCHEN I,11.0,0,Riobamba,Chimborazo,C,7,1257.0,,,,,,97.55,2014-01-31
1959592,2016-01-08,41,LADIESWEAR,9.0,0,Machala,El Oro,D,4,1067.0,,,,,,33.2,2016-01-08
892418,2014-05-17,48,SEAFOOD,45.111,0,Quito,Pichincha,A,14,4035.0,,,,,,102.31,2014-05-17
1692481,2015-08-10,47,EGGS,466.0,1,Quito,Pichincha,A,14,4049.0,Holiday,National,Ecuador,Primer Grito de Independencia,False,44.94,2015-08-10
2900616,2017-06-20,45,HOME AND KITCHEN I,60.0,5,Quito,Pichincha,A,11,3456.0,,,,,,43.34,2017-06-20
992395,2014-07-12,53,LADIESWEAR,5.0,0,Manta,Manabi,D,13,934.0,Event,National,Ecuador,Mundial de futbol Brasil: Tercer y cuarto lugar,False,101.48,2014-07-12
60898,2013-02-04,18,GROCERY II,15.0,0,Quito,Pichincha,B,16,1224.0,,,,,,96.21,2013-02-04
2557864,2016-12-09,29,BABY CARE,0.0,0,Guayaquil,Guayas,E,10,1127.0,,,,,,51.51,2016-12-09
2949273,2017-07-18,10,PRODUCE,340.344,71,Quito,Pichincha,C,15,904.0,,,,,,46.4,2017-07-18
324104,2013-07-01,52,FROZEN FOODS,0.0,0,Manta,Manabi,A,11,0.0,,,,,,97.94,2013-07-01
213954,2013-05-01,12,HOME AND KITCHEN I,0.0,0,Latacunga,Cotopaxi,C,15,1306.0,Holiday,National,Ecuador,Dia del Trabajo,False,90.74,2013-05-01
280825,2013-06-07,38,POULTRY,103.799,0,Loja,Loja,D,4,1641.0,,,,,,96.11,2013-06-07
2980003,2017-08-04,23,BOOKS,0.0,0,Ambato,Tungurahua,D,9,1022.0,,,,,,49.57,2017-08-04
82778,2013-02-16,31,HARDWARE,0.0,0,Babahoyo,Los Rios,B,10,1500.0,,,,,,95.95,2013-02-16
1004484,2014-07-19,42,PRODUCE,0.0,0,Cuenca,Azuay,D,2,0.0,,,,,,103.83,2014-07-19
1444067,2015-03-24,27,LAWN AND GARDEN,7.0,0,Daule,Guayas,D,1,1477.0,,,,,,47.03,2015-03-24
2327985,2016-08-02,29,AUTOMOTIVE,5.0,0,Guayaquil,Guayas,E,10,1293.0,,,,,,39.5,2016-08-02
1908386,2015-12-09,54,PREPARED FOODS,12.0,2,El Carmen,Manabi,C,3,733.0,,,,,,37.16,2015-12-09
2034528,2016-02-19,44,GROCERY I,8151.0,50,Quito,Pichincha,A,5,4192.0,,,,,,29.59,2016-02-19
1489782,2015-04-19,1,PRODUCE,2.0,0,Quito,Pichincha,D,13,524.0,,,,,,55.71,2015-04-19
2477578,2016-10-25,26,BOOKS,0.0,0,Guayaquil,Guayas,D,10,368.0,,,,,,49.45,2016-10-25
1001662,2014-07-18,14,GROCERY II,23.0,0,Riobamba,Chimborazo,C,7,1364.0,,,,,,103.83,2014-07-18
1406630,2015-03-03,27,BREAD/BAKERY,487.543,0,Daule,Guayas,D,1,1533.0,,,,,,50.43,2015-03-03
588317,2013-11-27,16,PET SUPPLIES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,913.0,,,,,,92.05,2013-11-27
1786043,2015-10-02,22,HOME APPLIANCES,0.0,0,Puyo,Pastaza,C,7,0.0,,,,,,45.54,2015-10-02
1452998,2015-03-29,28,DAIRY,1057.0,2,Guayaquil,Guayas,E,10,1471.0,,,,,,48.83,2015-03-29
1565555,2015-05-31,36,BEAUTY,2.0,0,Libertad,Guayas,E,10,1516.0,,,,,,60.25,2015-05-31
82195,2013-02-16,15,PERSONAL CARE,151.0,0,Ibarra,Imbabura,C,15,1439.0,,,,,,95.95,2013-02-16
2805005,2017-04-28,13,BREAD/BAKERY,83.0,4,Latacunga,Cotopaxi,C,15,809.0,,,,,,49.31,2017-04-28
1301076,2015-01-03,15,HOME CARE,0.0,0,Ibarra,Imbabura,C,15,1420.0,,,,,,52.72,2015-01-03
2227445,2016-06-06,8,FROZEN FOODS,146.086,4,Quito,Pichincha,D,8,2548.0,,,,,,49.71,2016-06-06
2276687,2016-07-04,39,HOME APPLIANCES,0.0,0,Cuenca,Azuay,B,6,1368.0,,,,,,49.02,2016-07-04
1511645,2015-05-01,23,HARDWARE,0.0,0,Ambato,Tungurahua,D,9,996.0,Holiday,National,Ecuador,Dia del Trabajo,False,59.1,2015-05-01
998833,2014-07-16,34,"LIQUOR,WINE,BEER",60.0,0,Guayaquil,Guayas,B,6,2277.0,,,,,,101.88,2014-07-16
2960882,2017-07-24,36,MAGAZINES,0.0,0,Libertad,Guayas,E,10,1073.0,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,46.21,2017-07-24
1568026,2015-06-01,54,SCHOOL AND OFFICE SUPPLIES,0.0,0,El Carmen,Manabi,C,3,1058.0,,,,,,60.24,2015-06-01
789522,2014-03-21,11,PRODUCE,884.542,0,Cayambe,Pichincha,B,6,2155.0,,,,,,99.97,2014-03-21
1779033,2015-09-28,26,BEVERAGES,717.0,12,Guayaquil,Guayas,D,10,449.0,Holiday,Local,Ibarra,Fundacion de Ibarra,False,44.4,2015-09-28
2902508,2017-06-21,48,PET SUPPLIES,9.0,0,Quito,Pichincha,A,14,2311.0,,,,,,42.48,2017-06-21
389517,2013-08-07,38,HOME CARE,0.0,0,Loja,Loja,D,4,1714.0,,,,,,104.41,2013-08-07
2100523,2016-03-27,46,CLEANING,2705.0,30,Quito,Pichincha,A,14,3780.0,,,,,,38.14,2016-03-27
2111202,2016-04-02,45,PLAYERS AND ELECTRONICS,44.0,0,Quito,Pichincha,A,11,4585.0,,,,,,35.36,2016-04-02
1646949,2015-07-16,2,HOME CARE,222.0,0,Quito,Pichincha,D,13,1745.0,,,,,,50.9,2015-07-16
2136476,2016-04-16,54,MAGAZINES,0.0,0,El Carmen,Manabi,C,3,801.0,Event,National,Ecuador,Terremoto Manabi,False,40.4,2016-04-16
885414,2014-05-13,51,MEATS,441.23502,0,Guayaquil,Guayas,A,17,1652.0,,,,,,102.01,2014-05-13
1420888,2015-03-11,27,CLEANING,748.0,1,Daule,Guayas,D,1,1538.0,,,,,,48.06,2015-03-11
